OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),ComplianceStatus,Outlier,usage_type
712,2016,NonResidential,Large Office,51 University,51 University,Seattle,WA,98006.0,7666202475,7,DOWNTOWN,47.60604,-122.33948,1918,1.0,6,108245,14690,93555,"Adult Education, Fitness Center/Health Club/Gym, Office, Other - Restaurant/Bar, Parking, Retail Store",Office,64055.0,Adult Education,14621.0,Parking,12359.0,,4515180.5,Compliant,,Multi-usages
713,2016,NonResidential,Large Office,National Building,1008 Western Ave,Seattle,WA,98104.0,7666202515,7,DOWNTOWN,47.6047,-122.33739,1905,1.0,6,167860,0,167860,"Data Center, Office, Retail Store",Office,110370.0,Retail Store,19801.0,Data Center,634.0,,6797647.0,Compliant,,Multi-usages
715,2016,NonResidential,Large Office,Polson Building,71 Columbia Street,Seattle,WA,98104.0,7666202565,7,DOWNTOWN,47.60247,-122.33621,1910,1.0,6,112560,0,112560,"Office, Retail Store",Office,80400.0,Retail Store,16080.0,,,,4946798.5,Compliant,,Multi-usages
716,2016,NonResidential,Retail Store,Western Building,619 Western Avenue,Seattle,WA,98104.0,7666202570,7,DOWNTOWN,47.60223,-122.33602,1910,1.0,6,86204,0,86204,Retail Store,Other,67670.0,Retail Store,13534.0,,,,3241917.0,Compliant,,Multi-usages
717,2016,Nonresidential COS,Warehouse,Airport Way Ctr - Bldg C,2203 Airport Way S,Seattle,WA,98134.0,7666203240,2,GREATER DUWAMISH,47.5829,-122.32417,1985,1.0,2,145158,0,145158,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,101633.0,Office,48544.0,Other,10270.0,,8384523.0,Compliant,,Multi-usages
718,2016,NonResidential,Large Office,Holgate Center,1737 Airport Way South,Seattle,WA,98134.0,7666203300,2,GREATER DUWAMISH,47.58716,-122.32214,1951,1.0,2,112896,0,112896,"Office, Parking",Office,110746.0,Parking,57500.0,,,,10287986.0,Compliant,,Multi-usages
719,2016,NonResidential,Distribution Center,MACMILLAN-PIPER EYRES WAREHOUSE,1762 6th Ave S,Seattle,WA,98134.0,7666203440,2,GREATER DUWAMISH,47.58685,-122.32501,1960,1.0,1,110613,0,110613,"Distribution Center, Office",Distribution Center,99551.0,Office,11061.0,,,,1015060.188,Compliant,,Multi-usages
720,2016,NonResidential,Warehouse,6th & Holgate Building,1930 6th Ave. South,Seattle,WA,98103.0,7666203467,2,GREATER DUWAMISH,47.58553,-122.32511,1951,1.0,4,149881,0,149881,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,119593.0,Office,30288.0,,,,2417401.25,Compliant,,Multi-usages
722,2016,NonResidential,Warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,2440 6TH AVE S,Seattle,WA,98121.0,7666203530,2,GREATER DUWAMISH,47.58042,-122.32552,1951,1.0,3,98220,0,98220,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,129420.0,,,,,,6468090.0,Compliant,,Mono-usage
723,2016,NonResidential,Distribution Center,North Coast Electric,2450 8th Ave S,Seattle,WA,98134.0,7666203538,2,GREATER DUWAMISH,47.58096,-122.32313,1970,1.0,1,84420,0,84420,"Distribution Center, Office, Retail Store",Distribution Center,44300.0,Office,24838.0,Retail Store,12349.0,,2848317.25,Compliant,,Multi-usages
725,2016,NonResidential,Distribution Center,Pacific Millennial Realty LLC,3623 6th Ave S,Seattle,WA,98134.0,7666204100,2,GREATER DUWAMISH,47.57055,-122.3267,1961,1.0,1,73335,0,73335,"Distribution Center, Parking",Distribution Center,73335.0,Parking,0.0,,,,5197118.0,Compliant,,Multi-usages
727,2016,NonResidential,Distribution Center,2700 4th Ave S (Best Fixture/Filson),2700 4th Ave S,Seattle,WA,98134.0,7666204225,2,GREATER DUWAMISH,47.5794,-122.32848,1928,1.0,2,56876,0,56876,"Distribution Center, Office, Retail Store",Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,,1791715.625,Compliant,,Multi-usages
728,2016,NonResidential,Warehouse,Pacific Iron & Metal,2230 4th Ave S,Seattle,WA,98134.0,7666204430,2,GREATER DUWAMISH,47.58241,-122.32866,1931,1.0,2,61200,0,61200,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61200.0,,,,,,4912143.0,Compliant,,Mono-usage
729,2016,NonResidential,Distribution Center,Gensco Incorporated,1703 6th Ave S,Seattle,WA,98134.0,7666204590,2,GREATER DUWAMISH,47.58772,-122.32686,1987,1.0,1,111908,0,111908,Distribution Center,Distribution Center,109090.0,,,,,,1555420.25,Compliant,,Mono-usage
730,2016,NonResidential,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,1200 4TH AVE S,Seattle,WA,98134.0,7666204685,2,GREATER DUWAMISH,47.5908,-122.32828,1986,3.0,2,63644,0,63644,"Other - Public Services, Parking",Other - Public Services,65700.0,Parking,0.0,,,,6858533.5,Compliant,,Multi-usages
731,2016,NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,Seattle,WA,98134.0,7666204745,2,GREATER DUWAMISH,47.59439,-122.32839,1930,3.0,2,108753,18860,89893,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,,3639670.25,Compliant,,Multi-usages
732,2016,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,Seattle,WA,98117.0,9231900160,6,NORTHWEST,47.69197,-122.35877,1970,1.0,1,141890,35545,106345,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,168735.0,Parking,0.0,Parking,0.0,,16865978.0,Compliant,,Multi-usages
734,2016,NonResidential,Small- and Mid-Sized Office,1455 Leary,1455 NW Leary Way,Seattle,WA,98107.0,2768302690,6,BALLARD,47.6633,-122.37549,2001,1.0,4,92092,21055,71037,Office,Office,70074.0,,,,,,4817062.0,Compliant,,Mono-usage
735,2016,NonResidential,Warehouse,Seattle Marine & Fishing Supply Co.,2121 West Commodore Way,Seattle,WA,98199.0,2771100415,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974,0.0,3,56259,0,56259,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,,2346571.5,Compliant,,Multi-usages
738,2016,NonResidential,Other,UW Benjamin Hall IRB,616 NE Northlake Place,Seattle,WA,98105.0,4207401365,4,NORTHEAST,47.65529,-122.32133,2006,1.0,6,143439,0,143439,"Other, Parking",Other,119570.0,Parking,23869.0,,,,25631512.0,Compliant,,Multi-usages
739,2016,NonResidential,Large Office,Lakeview 837 N 34th,837 N 34th Street,Seattle,WA,98103.0,1973200389,6,LAKE UNION,47.64912,-122.34823,2008,1.0,4,202623,88855,113768,"Fitness Center/Health Club/Gym, Office, Parking",Office,105206.0,Parking,31992.0,Fitness Center/Health Club/Gym,6374.0,20162012,8873485.0,Compliant,,Multi-usages
740,2016,NonResidential,Small- and Mid-Sized Office,The Canal View Building,551 N 34th St,Seattle,WA,98103.0,1972206514,6,LAKE UNION,47.64932,-122.35187,2000,1.0,2,77174,25800,51374,Office,Office,77174.0,,,,,,5481549.0,Compliant,,Mono-usage
741,2016,NonResidential,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,1000 Dexter Avenue North,Seattle,WA,98109.0,2249500235,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,1.0,5,110524,0,110524,"Office, Other, Parking",Office,98781.0,Other,8634.0,Parking,0.0,20112009,6859198.0,Compliant,,Multi-usages
742,2016,NonResidential,Mixed Use Property,1100 Eastlake,1100 Eastlake Ave,Seattle,WA,98109.0,2163901105,3,LAKE UNION,47.6289,-122.32877,2008,1.0,5,287224,103650,183574,"Data Center, Office, Other, Parking",Parking,97500.0,Office,88051.0,Other,54106.0,,21042926.0,Compliant,,Multi-usages
743,2016,NonResidential,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),1208 Eastlake Avenue East,Seattle,WA,98102.0,2163901160,3,LAKE UNION,47.63079,-122.32693,1999,1.0,4,115748,18382,97366,Laboratory,Laboratory,97365.0,,,,,,36436388.0,Compliant,,Mono-usage
744,2016,NonResidential,Large Office,West Tower,400 Second Avenue,Seattle,WA,98119.0,1989200750,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,1.0,7,241875,84689,157186,"Office, Parking",Office,163082.0,Parking,83425.0,,,2009,8655604.0,Compliant,,Multi-usages
745,2016,NonResidential,Large Office,190 Queen Anne,190 Queen Anne,Seattle,WA,98109.0,1989201385,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,1.0,5,102930,18720,84210,"Office, Parking",Office,89075.0,Parking,15164.0,,,2017,4750799.0,Compliant,,Multi-usages
748,2016,NonResidential,Small- and Mid-Sized Office,Pier 70,2801 Alaskan Way,Seattle,WA,98121.0,7666202292,7,DOWNTOWN,47.61472,-122.35566,1902,1.0,3,76893,0,76893,"Office, Parking, Retail Store",Office,90345.0,Parking,33380.0,Retail Store,15845.0,,12029600.0,Compliant,,Multi-usages
749,2016,NonResidential,Large Office,Fourth and Vine,2601 Fourth Avenue,Seattle,WA,98121.0,0656000410,7,DOWNTOWN,47.61732,-122.34791,1975,1.0,8,150000,23630,126370,"Office, Parking",Office,126648.0,Parking,23913.0,,,2009,9343428.0,Compliant,,Multi-usages
750,2016,NonResidential,Large Office,Children's Hospital Research Building #2,1915 Terry Ave,Seattle,WA,98101.0,0660001255,7,DOWNTOWN,47.61628,-122.33391,1953,1.0,7,274362,0,274362,Office,Office,274362.0,,,,,2016,16540550.0,Compliant,,Mono-usage
751,2016,NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),2201 Sixth Avenue,Seattle,WA,98121.0,0697000235,7,DOWNTOWN,47.61599,-122.34165,1983,1.0,15,378002,116280,261722,"Office, Parking",Office,270237.0,Parking,71602.0,,,2016201320122011201020092008,17750994.0,Compliant,,Multi-usages
752,2016,NonResidential,Large Office,ACTIVE VOICE,2033 6th Ave,Seattle,WA,98121.0,0659000930,7,DOWNTOWN,47.61481,-122.33969,1963,1.0,11,169020,0,169020,"Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,156414.0,Bar/Nightclub,10337.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",8208.0,,11480494.0,Compliant,,Multi-usages
753,2016,NonResidential,Other,WestinBuilding,2001 6th Ave,Seattle,WA,98121.0,0659000950,7,DOWNTOWN,47.61438,-122.33871,1981,1.0,33,429405,0,429405,"Data Center, Office",Data Center,218997.0,Office,210409.0,,,,274682208.0,Compliant,,Multi-usages
775,2016,NonResidential,Large Office,Columbia Center - 2015,701 5th Avenue,Seattle,WA,98104.0,0942000640,7,DOWNTOWN,47.60454,-122.33072,1985,1.0,76,1952220,319400,1632820,"Office, Parking",Office,1680937.0,Parking,319368.0,,,2017201620152012200920072006,92937640.0,Compliant,,Multi-usages
754,2016,NonResidential,Large Office,Eighth & Olive - New,720 Olive Way,Seattle,WA,98101.0,0659000305,7,DOWNTOWN,47.61418,-122.33485,1981,1.0,19,383515,89778,293737,"Medical Office, Office, Parking",Office,312442.0,Parking,84800.0,Medical Office,18799.0,20162015201320122011201020092008,15878689.0,Compliant,,Multi-usages
755,2016,NonResidential,Medical Office,Medical Dental Building,509 Olive Way,Seattle,WA,98101.0,0659000085,7,DOWNTOWN,47.6129,-122.33684,1925,1.0,18,363934,28870,335064,"Medical Office, Parking, Retail Store",Medical Office,281598.0,Parking,27597.0,Retail Store,21519.0,,22104512.0,Compliant,,Multi-usages
756,2016,NonResidential,Retail Store,601 Pine St,601 Pine St,Seattle,WA,98101.0,1976700005,7,DOWNTOWN,47.61203,-122.33486,1929,1.0,4,78920,0,78920,Retail Store,Retail Store,78920.0,,,,,,8303666.5,Compliant,,Mono-usage
757,2016,NonResidential,Large Office,Market Place I & II-2003 Western Avenue,2003 Western Avenue,Seattle,WA,98121.0,1977200280,7,DOWNTOWN,47.61051,-122.34439,1979,1.0,7,131143,87160,43983,"Office, Retail Store",Office,120248.0,Retail Store,10853.0,,,,5177270.5,Compliant,,Multi-usages
758,2016,NonResidential,Other,Pacific Place,600 Pine Street,Seattle,WA,98101.0,6600470000,7,DOWNTOWN,47.61289,-122.33531,1999,1.0,0,947987,0,947987,"Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mall,561684.0,Other - Entertainment/Public Assembly,100000.0,Restaurant,80000.0,,46510960.0,Compliant,,Multi-usages
759,2016,NonResidential,Mixed Use Property,Oddfellows,915 E Pine St,Seattle,WA,98122.0,6003500460,3,EAST,47.61505,-122.32,1908,1.0,4,55520,0,55520,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,,3686962.25,Compliant,,Multi-usages
760,2016,NonResidential,Large Office,Broadacres Building,1601 Second Avenue,Seattle,WA,98101.0,1977200040,7,DOWNTOWN,47.61036,-122.34037,1908,1.0,10,132998,0,132998,"Office, Retail Store",Office,138257.0,Retail Store,0.0,,,,3775187.5,Compliant,,Multi-usages
761,2016,NonResidential,Retail Store,Ross Dress for Less,301 Pike Street,Seattle,WA,98101.0,1975700300,7,DOWNTOWN,47.60956,-122.33715,1940,1.0,3,83118,0,83118,Retail Store,Retail Store,45000.0,,,,,,2443141.5,Compliant,,Mono-usage
762,2016,NonResidential,Retail Store,Kress Building,1419 Third Avenue,Seattle,WA,98101.0,1975700485,7,DOWNTOWN,47.60925,-122.33734,1924,1.0,3,77555,0,77555,Retail Store,Retail Store,73563.0,,,,,,7802205.5,Compliant,,Mono-usage
763,2016,NonResidential,Small- and Mid-Sized Office,Market Square,1415 Western Avenue,Seattle,WA,98121.0,7666202405,7,DOWNTOWN,47.60765,-122.34097,1909,1.0,6,51218,0,51218,"Office, Restaurant",Office,44913.0,Restaurant,7044.0,,,,2886141.5,Compliant,,Multi-usages
764,2016,NonResidential,Large Office,Financial Center - COS Compliance,1215 4th Avenue,Seattle,WA,98101.0,0002400002,7,DOWNTOWN,47.60765,-122.3348,1970,1.0,29,489182,0,489182,"Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,371450.0,Parking,65451.0,Other - Technology/Science,9295.0,,36378588.0,Compliant,,Multi-usages
765,2016,NonResidential,Large Office,Seattle Tower,1218 3rd Avenue,Seattle,WA,98101.0,1975200005,7,DOWNTOWN,47.60769,-122.33544,1929,1.0,27,216571,13320,203251,"Office, Other - Technology/Science, Parking",Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,2014201320122008,16246106.0,Compliant,,Multi-usages
766,2016,NonResidential,Large Office,1200 3rd Ave,1200 3rd Ave,Seattle,WA,98104.0,1975200015,7,DOWNTOWN,47.60741,-122.33565,1921,1.0,13,189175,0,189175,"Office, Other",Office,151740.0,Other,12645.0,,,,19036416.0,Compliant,,Multi-usages
767,2016,NonResidential,Large Office,1015 3rd Ave,1015 3rd Ave,Seattle,WA,98104.0,0939000485,7,DOWNTOWN,47.60582,-122.33464,1998,1.0,13,293803,74481,219322,"Office, Parking",Office,145491.0,Parking,70603.0,,,,17074142.0,Compliant,,Multi-usages
768,2016,NonResidential,Large Office,1201 Western Avenue,1201 Western Avenue,Seattle,WA,98101.0,7666202480,7,DOWNTOWN,47.60576,-122.33922,1910,1.0,7,122356,0,122356,"Data Center, Office, Retail Store",Office,95942.0,Retail Store,15523.0,Data Center,182.0,,4585070.5,Compliant,,Multi-usages
769,2016,NonResidential,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,Seattle,WA,98104.0,0939000240,7,DOWNTOWN,47.60366,-122.33328,1921,1.0,3,52298,0,52298,Office,Office,50250.0,,,,,,1968655.125,Compliant,,Mono-usage
771,2016,NonResidential,Large Office,Hoge Building,705 2nd Avenue,Seattle,WA,98101.0,0939000230,7,DOWNTOWN,47.60304,-122.33362,1911,1.0,17,116640,0,116640,"Financial Office, Food Service, Office, Other",Office,82053.0,Financial Office,6561.0,Food Service,6333.0,,6758565.5,Compliant,,Multi-usages
772,2016,NonResidential,Large Office,800 Fifth Avenue,800 5th Ave,Seattle,WA,98104.0,0942000470,3,DOWNTOWN,47.60573,-122.33028,1981,1.0,42,1249055,201121,1047934,"Data Center, Medical Office, Office, Parking, Restaurant",Office,983697.0,Parking,296815.0,Medical Office,12941.0,201620152014201320122011201020092008200720062005200320022000,37980712.0,Compliant,,Multi-usages
776,2016,NonResidential,Medical Office,First Hill Medical Building,515 Minor Avenue,Seattle,WA,98104.0,8590900765,3,EAST,47.60663,-122.32157,1988,1.0,5,188339,99314,89025,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,,,,8523594.0,Compliant,,Multi-usages
777,2016,NonResidential,University,Hospital Central Services Laundry,800 13th Ave,Seattle,WA,98122.0,2254500945,3,CENTRAL,47.6094,-122.31506,1916,1.0,2,60122,0,60122,"College/University, Parking",College/University,60122.0,Parking,0.0,,,,690529.5,Compliant,,Multi-usages
778,2016,NonResidential,Small- and Mid-Sized Office,1st && King Street,500 1st Avenue S.,Seattle,WA,98104.0,7666206830,2,DOWNTOWN,47.5981,-122.33369,1910,1.0,6,95000,13700,81300,"Office, Parking",Office,84481.0,Parking,8474.0,,,,4052720.0,Compliant,,Multi-usages
779,2016,NonResidential,Large Office,Administration Building,500 5TH AVE,Seattle,WA,98104.0,0942000920,7,DOWNTOWN,47.6029,-122.32927,1971,1.0,9,224857,0,224857,Office,Office,204993.0,,,,,,15272491.0,Compliant,,Mono-usage
780,2016,NonResidential,Large Office,King Street Center,201 South Jackson A-15,Seattle,WA,98104.0,5247800795,2,DOWNTOWN,47.59878,-122.33088,1998,1.0,8,446261,124788,321473,"Office, Parking",Office,343400.0,Parking,114237.0,,,2014201020082001,13568148.0,Compliant,,Multi-usages
782,2016,NonResidential,Other,DOT 17G_01 1051 BUILDING,1051 1ST AVE SO,Seattle,WA,98104.0,7666206955,2,GREATER DUWAMISH,47.59273,-122.33455,1939,1.0,2,58492,0,58492,Other,Other,58500.0,,,,,,1594422.5,Compliant,,Mono-usage
783,2016,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,1518 1st Avenue South,Seattle,WA,98134.0,7666206440,2,GREATER DUWAMISH,47.58958,-122.33369,1907,1.0,6,62370,0,62370,"Office, Restaurant",Office,49473.0,Restaurant,10408.0,,,,4353025.0,Compliant,,Multi-usages
784,2016,NonResidential,Warehouse,SEWA,1919 Sixth Ave South,Seattle,WA,98134.0,7666204495,2,GREATER DUWAMISH,47.58454,-122.3269,1960,1.0,1,73296,0,73296,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,77800.0,Parking,0.0,,,2014,2356376.75,Compliant,,Multi-usages
785,2016,Nonresidential COS,Other,Airport Way Ctr - Bldg A,2203 Airport Way S,Seattle,WA,98134.0,7666203240,2,GREATER DUWAMISH,47.5829,-122.32417,1944,1.0,4,99122,0,99122,"Office, Other",Other,50036.0,Office,49086.0,,,,14469228.0,Compliant,,Multi-usages
786,2016,NonResidential,Other,J D OTT COMPANY (2244 6th Ave S),2244 6th Avenue S,Seattle,WA,98134.0,7666203489,2,GREATER DUWAMISH,47.58251,-122.32528,1985,1.0,1,66133,0,66133,"Non-Refrigerated Warehouse, Office, Other",Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,,6345009.5,Compliant,,Multi-usages
787,2016,NonResidential,Warehouse,Seattle Lighting Distribution Center,26 South Hanford Street,Seattle,WA,98134.0,7666207627,2,GREATER DUWAMISH,47.57613,-122.33864,1952,1.0,2,115668,0,115668,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,,3534690.75,Compliant,,Multi-usages
791,2016,NonResidential,Other,United Parcel Service,4455 7th Avenue South,Seattle,WA,98108.0,7376600390,2,GREATER DUWAMISH,47.56301,-122.32564,1970,1.0,1,141686,0,141686,Other,Other,152511.0,,,,,,6673138.0,Compliant,,Mono-usage
792,2016,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 5005 3rd Ave S Office,5005 3rd Avenue S.,Seattle,WA,98134.0,3573700320,2,GREATER DUWAMISH,47.55695,-122.33176,1950,1.0,1,93610,0,93610,"Data Center, Office",Office,101278.0,Data Center,502.0,,,2016,6235947.0,Compliant,,Multi-usages
793,2016,NonResidential,Large Office,Seattle Design Center (Atrium Building),5701 6th Ave. S,Seattle,WA,98108.0,2738100010,2,GREATER DUWAMISH,47.55238,-122.32762,1973,1.0,2,156188,0,156188,"Office, Parking",Office,141917.0,Parking,0.0,,,,6843855.0,Compliant,,Multi-usages
794,2016,NonResidential,Warehouse,NWCP-SEA Bldg C,703 S Fidalgo St,Seattle,WA,98108.0,2738100480,2,GREATER DUWAMISH,47.54923,-122.32446,1966,1.0,1,115620,0,115620,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,,,,,,1951856.25,Compliant,,Mono-usage
796,2016,NonResidential,Large Office,6100 Building,6100 4th Ave S,Seattle,WA,98108.0,5367200610,2,GREATER DUWAMISH,47.54699,-122.32882,1975,1.0,5,238148,0,238148,"Office, Parking",Office,245240.0,Parking,5616.0,Parking,5616.0,,10775646.0,Compliant,,Multi-usages
797,2016,NonResidential,Distribution Center,Westcore River Street,303 S River Street,Seattle,WA,98108.0,5367204100,2,GREATER DUWAMISH,47.54326,-122.33134,1969,1.0,1,71718,0,71718,Distribution Center,Distribution Center,71718.0,,,,,,151754.2969,Compliant,,Mono-usage
798,2016,NonResidential,Warehouse,OPS,7440 W. Marginal Way S.,Seattle,WA,98108.0,2924049101,1,GREATER DUWAMISH,47.53628,-122.3329,1969,1.0,1,55450,0,55450,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,34206.0,Office,21244.0,,,,4345698.0,Compliant,,Multi-usages
799,2016,NonResidential,Distribution Center,Cloverdale Business Park Building D,309 South Cloverdale Street,Seattle,WA,98108.0,3224049012,1,GREATER DUWAMISH,47.52549,-122.33064,1979,1.0,1,54880,0,54880,Distribution Center,Distribution Center,55000.0,,,,,,2763597.0,Compliant,,Mono-usage
800,2016,NonResidential,Retail Store,WEST SEATTLE (0637),2800 SW BARTON ST,Seattle,WA,98126.0,3624039166,1,DELRIDGE,47.52222,-122.36892,1992,1.0,1,102500,0,102500,"Parking, Retail Store",Retail Store,99471.0,Parking,0.0,,,2011,7305474.0,Compliant,,Multi-usages
801,2016,NonResidential,Other,NORTH BLDG,2670 NE 49th Street,Seattle,WA,98105.0,0925049425,4,NORTHEAST,47.66478,-122.29804,2002,1.0,6,361398,272900,88498,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,,8915523.0,Compliant,,Multi-usages
