OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ComplianceStatus,Outlier,usage_type,BuildingAge,BuildingRatio,IsMultiUse,NumberPropertyUses
29550,2016,NonResidential,Large Office,605 Union Station,605 5th Ave S,Seattle,WA,98104.0,8809700040,2,DOWNTOWN,47.59666,-122.32768,1.0,11,268130,0,268130,Office,268130.0,,,,,20162015201420132012201020092008,Compliant,,Mono-usage,16,1.0,0,1
22264,2016,NonResidential,Warehouse,Building A,1118 NW Leary Way,Seattle,WA,98107.0,2768302361,6,BALLARD,47.66411,-122.37185,1.0,1,39840,0,39840,Non-Refrigerated Warehouse,39840.0,,,,,,Compliant,,Mono-usage,36,1.0,0,1
26911,2016,NonResidential,Residence Hall,Sigma Chi Fraternity,4505 18th Ave NE,Seattle,WA,98105.0,8823902585,4,NORTHEAST,47.66164,-122.30874,1.0,4,23616,0,23616,Residence Hall/Dormitory,23616.0,,,,,,Compliant,,Mono-usage,90,1.0,0,1
167,2016,NonResidential,Other,Wing Luke Museum,719 South King Street,Seattle,WA,98104.0,5247802715,2,DOWNTOWN,47.59809,-122.32283,1.0,4,72820,13820,59000,Museum,58000.0,,,,,,Compliant,,Mono-usage,106,0.8102169733589674,0,1
20618,2016,NonResidential,Warehouse,"Compton Lumber Co., Inc",3847  1st Avenue South,Seattle,WA,98134.0,1824049075,2,GREATER DUWAMISH,47.56897,-122.33617,1.0,1,38005,0,38005,Non-Refrigerated Warehouse,21560.0,Self-Storage Facility,10974.0,Office,5471.0,,Compliant,,Multi-usages,55,1.0,1,3
73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,Seattle,WA,98136.0,2125049015,3,EAST,47.63442,-122.30793,1.0,3,56072,0,56072,K-12 School,56072.0,,,,,,Compliant,,Mono-usage,105,1.0,0,1
24589,2016,NonResidential,Warehouse,A2A LLC,2710 1st Ave S,Seattle,WA,98134.0,7666206025,2,GREATER DUWAMISH,47.57941,-122.3336,1.0,2,20400,0,20400,Non-Refrigerated Warehouse,15000.0,Office,5400.0,,,,Compliant,,Multi-usages,90,1.0,1,2
335,2016,NonResidential,Large Office,Denny Building,2200 Sixth Avenue,Seattle,WA,98121.0,0660000080,7,DOWNTOWN,47.61641,-122.34112,1.0,12,206000,0,206000,Office,161000.0,Parking,51250.0,,,,Compliant,,Multi-usages,48,1.0,1,2
803,2016,NonResidential,Small- and Mid-Sized Office,200 SW Michigan,200 SW Michigan,Seattle,WA,98106.0,5367202506,1,Delridge,47.54103,-122.33766,1.0,3,85126,0,85126,Office,81526.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
24717,2016,NonResidential,Other,1701 First Ave South LLC,1701 First Ave South,Seattle,WA,98134.0,7666207085,2,GREATER DUWAMISH,47.58788,-122.33458,1.0,3,27690,0,27690,Other,24717.0,Parking,0.0,,,,Non-Compliant,Low outlier,Multi-usages,106,1.0,1,2
705,2016,NonResidential,Large Office,351 Elliott Ave West,351 Elliot Ave West,Seattle,WA,98119.0,7666202133,7,MAGNOLIA / QUEEN ANNE,47.62175,-122.36313,1.0,5,159937,55971,103966,Office,106449.0,Parking,50258.0,,,,Compliant,,Multi-usages,16,0.6500434546102528,1,2
49980,2016,NonResidential,Residence Hall,Mercer Hall,1009 NE Pacific St,Seattle,WA,98195.0,1625049001,4,NORTHEAST,47.65447,-122.31733,1.0,0,89392,0,89392,Residence Hall/Dormitory,89392.0,,,,,,Compliant,,Mono-usage,46,1.0,0,1
23863,2016,NonResidential,Other,William Booth Center,811 Maynard Ave S,Seattle,WA,98134.0,7666202690,2,GREATER DUWAMISH,47.59549,-122.32538,1.0,3,47836,7572,40264,Other - Lodging/Residential,43336.0,Parking,4500.0,,,,Compliant,,Multi-usages,24,0.8417091730077766,1,2
27598,2016,NonResidential,Worship Facility,St. Andrew Kim,11700 1st Ave. NE,Seattle,WA,98125.0,6411600330,5,NORTHWEST,47.71479,-122.32824,1.0,1,24955,0,24955,Worship Facility,24955.0,,,,,,Compliant,,Mono-usage,14,1.0,0,1
50070,2016,NonResidential,Other,Tennis Center Sand Point,7135 Sportsfield Drive NE,Seattle,WA,98155.0,0225049062,4,NORTHEAST,47.68109,-122.2618,1.0,1,72000,0,72000,Other - Recreation,72000.0,,,,,,Compliant,,Mono-usage,3,1.0,0,1
20861,2016,NonResidential,Residence Hall,(ID20861) KEYSTONE GROUP HOME,3515 WOODLAND PARK AVE N,Seattle,WA,98103.0,1825049055,4,LAKE UNION,47.65014,-122.34424,1.0,3,21118,0,21118,Residence Hall/Dormitory,21118.0,,,,,,Compliant,,Mono-usage,28,1.0,0,1
361,2016,NonResidential,Large Office,Yesler Building,400 YESLER WAY,Seattle,WA,98104.0,0942001150,7,DOWNTOWN,47.60193,-122.32812,1.0,7,114395,8296,106099,Office,96582.0,,,,,,Compliant,,Mono-usage,107,0.927479347873596,0,1
24653,2016,NonResidential,Retail Store,(ID24653) Greenwood Shopping Center,100 N 85TH ST,Seattle,WA,98103.0,3626039310,6,NORTHWEST,47.69061,-122.35731,1.0,1,51000,0,51000,Retail Store,51000.0,,,,,,Compliant,,Mono-usage,63,1.0,0,1
27162,2016,NonResidential,Supermarket / Grocery Store,West Seattle Thriftway,4201 SW MORGAN ST,Seattle,WA,98136.0,5637500005,1,SOUTHWEST,47.54427,-122.38609,1.0,1,33706,0,33706,Supermarket/Grocery Store,31746.0,,,,,,Compliant,,Mono-usage,18,1.0,0,1
21442,2016,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,225 Terry Avenue North,Seattle,WA,98109.0,1986200245,7,LAKE UNION,47.62028,-122.33717,1.0,4,64596,24596,40000,Office,41591.0,Parking,21350.0,,,,Compliant,,Multi-usages,9,0.6192333890643383,1,2
814,2016,NonResidential,Large Office,West Lake Union Center,1505 Westlake Avenue North,Seattle,WA,98109.0,8807900130,7,MAGNOLIA / QUEEN ANNE,47.63264,-122.34171,1.0,10,381511,0,381511,Office,220033.0,Parking,168978.0,,,20172015201420132011,Compliant,,Multi-usages,22,1.0,1,2
21622,2016,NonResidential,Warehouse,1001 S Myrtle St,1001 S Myrtle St,Seattle,WA,98108.0,2136200605,2,GREATER DUWAMISH,47.53906,-122.32031,1.0,1,29380,0,29380,Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,,Compliant,,Multi-usages,39,1.0,1,3
584,2016,NonResidential,Warehouse,Lenci Corporation,428 S. Cloverdale,Seattle,WA,98108.0,3224049045,1,GREATER DUWAMISH,47.52696,-122.32913,1.0,1,50417,0,50417,Non-Refrigerated Warehouse,50417.0,,,,,,Compliant,,Mono-usage,36,1.0,0,1
25148,2016,NonResidential,Small- and Mid-Sized Office,EJ and J Pacific,4714 Rainier Ave S,Seattle,WA,98118.0,3929900010,2,SOUTHEAST,47.56029,-122.2858,1.0,2,23250,0,23250,Office,22014.0,,,,,,Compliant,,Mono-usage,49,1.0,0,1
25528,2016,NonResidential,Large Office,Waterfront Place,1011 Western Ave,Seattle,WA,98104.0,9195900000,7,DOWNTOWN,47.60449,-122.33803,1.0,13,307557,83064,224493,Office,162422.0,Parking,83064.0,Multifamily Housing,55065.0,,Compliant,,Multi-usages,33,0.729923233742038,1,4
566,2016,NonResidential,Other,Pike St,1708 E Pike St,Seattle,WA,98122.0,7234600985,3,CENTRAL,47.6144,-122.30982,1.0,3,80004,0,80004,Other,74864.0,,,,,,Compliant,,Mono-usage,90,1.0,0,1
25464,2016,NonResidential,Small- and Mid-Sized Office,Waterworks Offices + Marina,1818 Westlake Ave N,Seattle,WA,98109.0,4088803975,7,MAGNOLIA / QUEEN ANNE,47.63575,-122.33895,1.0,4,30840,0,30840,Office,29255.0,Restaurant,1180.0,,,,Compliant,,Multi-usages,51,1.0,1,2
34891,2016,NonResidential,Supermarket / Grocery Store,70500883 -- West Seattle,4550 42nd Ave SW,Seattle,WA,98116.0,1333100000,1,SOUTHWEST,47.56137,-122.38524,1.0,1,37864,0,37864,Supermarket/Grocery Store,37864.0,,,,,,Compliant,,Mono-usage,8,1.0,0,1
815,2016,NonResidential,Large Office,Fifth and Yesler,300 - 5th Avenue,Seattle,WA,98104.0,0942001155,3,DOWNTOWN,47.60214,-122.32726,1.0,17,413264,138098,275166,Office,295494.0,Parking,94781.0,,,20172016,Compliant,,Multi-usages,7,0.6658358821479732,1,2
24178,2016,NonResidential,Mixed Use Property,Workshops Seattle Lake City Way,10015 Lake City Way NE,Seattle,WA,98125.0,5101405881,5,NORTH,47.70175,-122.30269,1.0,4,30948,0,30948,Office,11729.0,Other,11729.0,,,,Compliant,,Multi-usages,16,1.0,1,2
26708,2016,NonResidential,Small- and Mid-Sized Office,Mottman Building,307 3rd Ave South,Seattle,WA,98104.0,5247800875,7,DOWNTOWN,47.59971,-122.33065,1.0,5,41920,0,41920,Office,41920.0,,,,,,Compliant,,Mono-usage,110,1.0,0,1
19874,2016,NonResidential,Small- and Mid-Sized Office,Trianon Building,2505 3RD AVE,Seattle,WA,98121.0,0656000160,7,DOWNTOWN,47.61595,-122.34756,1.0,3,57620,7820,49800,Office,49800.0,Parking,7820.0,,,,Compliant,,Multi-usages,90,0.8642832349878514,1,2
19747,2016,NonResidential,Small- and Mid-Sized Office,First and Cedar Building,2701 1st Ave,Seattle,WA,98121.0,0653000385,7,DOWNTOWN,47.6158,-122.35126,1.0,5,61825,13320,48505,Office,37993.0,Bank Branch,3547.0,,,,Compliant,,Multi-usages,42,0.7845531742822482,1,2
26961,2016,Nonresidential COS,Other,Loyal Heights Community Center,2101 NW 77th St,Seattle,WA,98117.0,6021504080,6,BALLARD,47.68475,-122.38257,1.0,2,29417,0,29417,Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,,Compliant,,Multi-usages,66,1.0,1,4
434,2016,NonResidential,Other,Benaroya Research Institute at Virginia Mason,1201 9th Ave,Seattle,WA,98101.0,1978200010,7,EAST,47.61,-122.32922,1.0,5,206950,97400,109550,Other,206950.0,,,,,,Compliant,,Mono-usage,17,0.529354916646533,0,1
21535,2016,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,200 6th Ave N,Seattle,WA,98109.0,1991200765,7,LAKE UNION,47.62014,-122.34456,1.0,4,38520,0,38520,Hotel,38500.0,,,,,,Compliant,,Mono-usage,57,1.0,0,1
864,2016,NonResidential,Warehouse,08458-Lake City,10821 Lake City Way Ne,Seattle,WA,98125.0,8902000245,5,NORTH,47.70799,-122.30185,1.0,4,80360,0,80360,Non-Refrigerated Warehouse,80360.0,,,,,,Compliant,,Mono-usage,29,1.0,0,1
21913,2016,NonResidential,Self-Storage Facility,CORRY'S DRYCLEANING (ID21913),4640 UNION BAY PL NE,Seattle,WA,98105.0,2436200935,4,NORTHEAST,47.66353,-122.29505,1.0,2,20296,0,20296,Self-Storage Facility,20296.0,,,,,,Compliant,,Mono-usage,57,1.0,0,1
49705,2016,Nonresidential COS,Other,Magnuson,7400 Sand Point Way NE,Seattle,WA,98115.0,0225049062,4,NORTHEAST,47.68212,-122.2633,8.0,0,502030,0,502030,Other - Recreation,564258.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
22676,2016,NonResidential,Small- and Mid-Sized Office,5105 Leary Ave,5105 Leary Ave NW,Seattle,WA,98107.0,2767703120,6,BALLARD,47.66497,-122.38047,1.0,2,23500,0,23500,Office,23500.0,,,,,,Compliant,,Mono-usage,48,1.0,0,1
21432,2016,Nonresidential COS,Other,Fisher Pavilion,200 Thomas St,Seattle,WA,98109.0,1985200245,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,1,21018,0,21018,Other,21018.0,,,,,,Compliant,,Mono-usage,14,1.0,0,1
679,2016,NonResidential,Small- and Mid-Sized Office,Mutual Life Building,605 First Avenue,Seattle,WA,98104.0,8591400075,7,DOWNTOWN,47.60197,-122.33437,1.0,6,56700,0,56700,Office,46000.0,Retail Store,10500.0,,,,Compliant,,Multi-usages,116,1.0,1,2
50225,2016,Nonresidential COS,Mixed Use Property,South Park Community Center,8319 8th Ave S,Seattle,WA,,7883603155,1,GREATER DUWAMISH,47.52832,-122.32431,1.0,1,14101,0,14101,Other - Recreation,6601.0,Fitness Center/Health Club/Gym,6501.0,Pre-school/Daycare,484.0,,Compliant,,Multi-usages,27,1.0,1,5
24725,2016,NonResidential,Warehouse,Seattle Curtain Mfg Co,104 Twelfth Avenue,Seattle,WA,98122.0,8061000025,3,CENTRAL,47.60192,-122.31641,1.0,1,20000,0,20000,Non-Refrigerated Warehouse,20000.0,,,,,,Compliant,,Mono-usage,90,1.0,0,1
522,2016,NonResidential,Small- and Mid-Sized Office,The Waterside Building,651 N 34th St,Seattle,WA,98103.0,1973200353,6,LAKE UNION,47.64849,-122.35041,1.0,3,96041,33709,62332,Office,62232.0,Parking,33709.0,,,,Compliant,,Multi-usages,15,0.6490144833977156,1,2
671,2016,NonResidential,Medical Office,Jefferson Tower,1600 E Jefferson St,Seattle,WA,98122.0,7942600570,3,CENTRAL,47.60649,-122.31121,1.0,7,94500,0,94500,Medical Office,113739.0,,,,,,Compliant,,Mono-usage,29,1.0,0,1
22679,2016,NonResidential,Self-Storage Facility,Ballard Mini Storage,4714 Ballard Ave NW,Seattle,WA,98107.0,2767703240,6,BALLARD,47.66351,-122.37961,1.0,2,24000,0,24000,Self-Storage Facility,24000.0,,,,,,Compliant,,Mono-usage,114,1.0,0,1
621,2016,NonResidential,Warehouse,1021-1045 6th Ave. S.,1045 6th Avenue South,Seattle,WA,98134.0,7666204800,2,GREATER DUWAMISH,47.59366,-122.32666,1.0,1,82852,0,82852,Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,,,,Compliant,,Multi-usages,94,1.0,1,2
654,2016,NonResidential,Retail Store,AIRPORT WAY SOUTH,4101 - 4111 AIRPORT WAY S,Seattle,WA,98108.0,7886100495,2,GREATER DUWAMISH,47.56664,-122.32346,1.0,1,56572,0,56572,Retail Store,56576.0,,,,,,Compliant,,Mono-usage,43,1.0,0,1
592,2016,NonResidential,Other,SEATTLE 1ST AVE GAR,4755 1ST AVE S,Seattle,WA,98134.0,3573200658,2,GREATER DUWAMISH,47.55787,-122.335,1.0,1,53040,41600,11440,Other,51427.0,,,,,,Compliant,,Mono-usage,16,0.2156862745098039,0,1
89,2016,NonResidential,Medical Office,Polyclinic North && South,1200 Harvard Ave,Seattle,WA,98122.0,1978201270,3,EAST,47.61244,-122.3214,0.0,3,179014,0,179014,Medical Office,179014.0,,,,,,Compliant,,Mono-usage,51,1.0,0,1
24274,2016,NonResidential,Small- and Mid-Sized Office,Bonneville International,1820 East Lake Ave,Seattle,WA,98102.0,3383900065,4,LAKE UNION,47.63567,-122.32522,1.0,2,34110,0,34110,Office,34110.0,,,,,,Compliant,,Mono-usage,56,1.0,0,1
19584,2016,NonResidential,Other,Sand Point Country Club,8333 55th ave ne,Seattle,WA,98115.0,0325049004,4,NORTHEAST,47.68541,-122.27097,1.0,3,39971,0,39971,Other,36185.0,Retail Store,3142.0,Office,644.0,,Compliant,,Multi-usages,88,1.0,1,4
19750,2016,NonResidential,Small- and Mid-Sized Office,Seattle Labor Temple Association,2800 1st Avenue  Room 140,Seattle,WA,98121.0,0654000005,7,DOWNTOWN,47.61683,-122.35176,1.0,3,64630,0,64630,Office,64630.0,,,,,,Compliant,,Mono-usage,74,1.0,0,1
526,2016,NonResidential,Large Office,Seattle Design Center (Plaza Center),5601 6th Ave. S,Seattle,WA,98108.0,2738100010,2,GREATER DUWAMISH,47.55146,-122.32832,1.0,5,390295,121375,268920,Office,243018.0,Parking,108408.0,,,,Compliant,,Multi-usages,34,0.6890172817996644,1,2
24822,2016,NonResidential,Small- and Mid-Sized Office,1943 First Avenue,1943 1st Avenue South,Seattle,WA,98134.0,7666207160,2,GREATER DUWAMISH,47.58462,-122.3347,0.0,3,49052,0,49052,Office,32393.0,Retail Store,10057.0,,,,Compliant,,Multi-usages,106,1.0,1,2
24493,2016,NonResidential,Supermarket / Grocery Store,Metropolitan Market,5250 40th Ave NE,Seattle,WA,98105.0,7974700270,4,NORTHEAST,47.66824,-122.28394,1.0,1,24377,0,24377,Supermarket/Grocery Store,24377.0,,,,,,Compliant,,Mono-usage,43,1.0,0,1
234,2016,Nonresidential COS,Warehouse,SCL Roy Street Warehouse,802 Roy St,Seattle,WA,98109.0,4088803530,7,MAGNOLIA / QUEEN ANNE,47.62591,-122.34084,1.0,2,50292,0,50292,Non-Refrigerated Warehouse,42345.0,Residence Hall/Dormitory,5000.0,Office,4730.0,,Compliant,,Multi-usages,90,1.0,1,4
760,2016,NonResidential,Large Office,Broadacres Building,1601 Second Avenue,Seattle,WA,98101.0,1977200040,7,DOWNTOWN,47.61036,-122.34037,1.0,10,132998,0,132998,Office,138257.0,Retail Store,0.0,,,,Compliant,,Multi-usages,108,1.0,1,2
27892,2016,Nonresidential COS,Other,Fire Station 17,1020 NE 50th Ave,Seattle,WA,98105.0,6746701655,4,NORTHEAST,47.66506,-122.31656,1.0,3,27908,0,27908,Other,21886.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
209,2016,NonResidential,Self-Storage Facility,Madison Self Storage,1111 E. Madison,Seattle,WA,98122.0,3225049002,3,EAST,47.61233,-122.3171,1.0,5,84870,0,84870,Self-Storage Facility,85521.0,,,,,,Compliant,,Mono-usage,106,1.0,0,1
21183,2016,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,180 & 192 Nickerson St,Seattle,WA,98109.0,1972206670,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,1.0,3,70296,0,70296,Office,70296.0,,,,,,Compliant,,Mono-usage,36,1.0,0,1
21239,2016,NonResidential,Worship Facility,Seattle North,5701 8th Ave N,Seattle,WA,98105.0,1928300405,4,NORTHEAST,47.6702,-122.32066,1.0,1,26033,0,26033,Worship Facility,30044.0,Parking,0.0,,,,Compliant,,Multi-usages,67,1.0,1,2
27947,2016,NonResidential,Worship Facility,ST MARKS CATHEDRAL,1245 10th Avenue East,Seattle,WA,98102.0,6762700860,3,EAST,47.63193,-122.32126,1.0,1,37700,0,37700,Worship Facility,52225.0,,,,,,Compliant,,Mono-usage,87,1.0,0,1
464,2016,NonResidential,Retail Store,Costco #0001 Seattle,4401 4th Ave South,Seattle,WA,98199.0,2617650020,2,GREATER DUWAMISH,47.5653,-122.33076,1.0,1,158415,0,158415,Retail Store,158415.0,,,,,,Compliant,,Mono-usage,11,1.0,0,1
20735,2016,NonResidential,K-12 School,St. Anne School,101 W. Lee St.,Seattle,WA,98112.0,1731800825,7,MAGNOLIA / QUEEN ANNE,47.63111,-122.35814,1.0,3,32691,0,32691,K-12 School,33550.0,,,,,,Compliant,,Mono-usage,94,1.0,0,1
504,2016,Nonresidential COS,Other,Westbridge,4209 W Marginal Way SW,Seattle,WA,98118.0,1824049020,1,DELRIDGE,47.56548,-122.35378,0.0,1,113780,0,113780,Other - Services,91532.0,Office,22248.0,,,,Compliant,,Multi-usages,61,1.0,1,2
27381,2016,NonResidential,Worship Facility,Cross & Crown Church,4554 12th Ave NE,Seattle,WA,98105.0,6746700035,4,NORTHEAST,47.66295,-122.31494,1.0,3,26373,0,26373,Worship Facility,26373.0,,,,,,Compliant,,Mono-usage,78,1.0,0,1
713,2016,NonResidential,Large Office,National Building,1008 Western Ave,Seattle,WA,98104.0,7666202515,7,DOWNTOWN,47.6047,-122.33739,1.0,6,167860,0,167860,Office,110370.0,Retail Store,19801.0,Data Center,634.0,,Compliant,,Multi-usages,111,1.0,1,3
23400,2016,NonResidential,Small- and Mid-Sized Office,Frye Commerce Center,2414 SW Andover St,Seattle,WA,98103.0,7666704005,1,DELRIDGE,47.56877,-122.36369,1.0,2,66484,0,66484,Office,49334.0,Non-Refrigerated Warehouse,18000.0,Retail Store,9000.0,,Compliant,,Multi-usages,28,1.0,1,3
23716,2016,NonResidential,Supermarket / Grocery Store,Saars Marketplace Foods,9000 Rainier Ave So,Seattle,WA,98118.0,3524049132,2,SOUTHEAST,47.52262,-122.26922,1.0,1,67450,0,67450,Supermarket/Grocery Store,42760.0,,,,,,Compliant,,Mono-usage,57,1.0,0,1
23419,2016,Nonresidential COS,Small- and Mid-Sized Office,CSC Engineering (A),714 S. Charles St,Seattle,WA,98134.0,8592900285,2,GREATER DUWAMISH,47.5956,-122.32292,1.0,2,21315,0,21315,Office,20424.0,,,,,,Compliant,,Mono-usage,43,1.0,0,1
600,2016,NonResidential,Warehouse,Merlino Foods Building,4100 4th Avenue South,Seattle,WA,98134.0,3958900851,2,GREATER DUWAMISH,47.56558,-122.32889,1.0,1,98480,0,98480,Non-Refrigerated Warehouse,98480.0,,,,,,Compliant,,Mono-usage,60,1.0,0,1
490,2016,NonResidential,Small- and Mid-Sized Office,North Tower,100 West Harrison,Seattle,WA,98119.0,1989200720,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1.0,5,87178,20416,66762,Office,66648.0,Parking,15167.0,,,,Compliant,,Multi-usages,44,0.7658124756245842,1,2
49778,2016,NonResidential,Worship Facility,Center for Spiritual Living,5801 SAND POINT WAY NE,Seattle,WA,98105.0,1025049006,4,NORTHEAST,47.6709,-122.27054,1.0,2,70292,0,70292,Worship Facility,70292.0,,,,,,Compliant,,Mono-usage,8,1.0,0,1
21181,2016,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,150 Nickerson Street,Seattle,WA,98109.0,1972206650,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,1.0,3,34106,0,34106,Office,32739.0,,,,,,Compliant,,Mono-usage,36,1.0,0,1
278,2016,NonResidential,Senior Care Community,ID Village Square 1,802 S. Dearborn St.,Seattle,WA,98104.0,8592900105,2,DOWNTOWN,47.59626,-122.3218,1.0,5,102796,12611,90185,Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,,Compliant,,Multi-usages,17,0.8773201291879061,1,6
545,2016,NonResidential,Distribution Center,GLACIER NORTHWEST (6335 1st Ave S),6335 1st Ave S,Seattle,WA,98108.0,5367204505,2,GREATER DUWAMISH,47.54621,-122.33486,1.0,1,57540,0,57540,Distribution Center,57540.0,,,,,,Compliant,,Mono-usage,47,1.0,0,1
497,2016,NonResidential,Warehouse,08176-West Seattle,2964 Sw Avalon Way,Seattle,WA,98126.0,1324039093,1,SOUTHWEST,47.56885,-122.37121,1.0,4,98475,0,98475,Non-Refrigerated Warehouse,98475.0,,,,,,Compliant,,Mono-usage,19,1.0,0,1
19489,2016,NonResidential,Warehouse,Seadrunar Recycling,28 S Brandon St,Seattle,WA,98134.0,0005000001,2,GREATER DUWAMISH,47.55436,-122.33631,1.0,1,46340,0,46340,Non-Refrigerated Warehouse,46340.0,,,,,,Compliant,,Mono-usage,15,1.0,0,1
21317,2016,NonResidential,Retail Store,Coliseum,1506 Fifth Avenue,Seattle,WA,98101.0,1975700155,7,DOWNTOWN,47.61103,-122.33549,1.0,1,36504,0,36504,Retail Store,16200.0,,,,,,Compliant,,Mono-usage,101,1.0,0,1
27303,2016,NonResidential,Other,EMERSON,1249 NE 145TH ST,Seattle,WA,98155.0,6632300641,5,North,47.73368,-122.31366,1.0,2,47237,0,47237,Other,47661.0,,,,,,Compliant,,Mono-usage,68,1.0,0,1
576,2016,NonResidential,Other,Northgate Village,818-832 NE Northgate Way,Seattle,WA,98125.0,2926049468,5,North,47.7094,-122.31843,0.0,2,98539,0,98539,Strip Mall,98539.0,,,,,,Compliant,,Mono-usage,47,1.0,0,1
27142,2016,NonResidential,K-12 School,St. James Cathedral Place,803 Terry,Seattle,WA,98104.0,5392100010,3,EAST,47.60745,-122.32542,1.0,4,27800,0,27800,K-12 School,11093.0,,,,,,Compliant,,Mono-usage,104,1.0,0,1
352,2016,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),1110 Third Avenue,Seattle,WA,98101.0,0942000140,7,DOWNTOWN,47.60671,-122.33456,1.0,14,186768,23775,162993,Office,182540.0,Parking,33671.0,Data Center,240.0,201620142012,Compliant,,Multi-usages,44,0.8727030326394243,1,3
21907,2016,NonResidential,Medical Office,North Seattle Professional Center,9730 3rd Avenue NE,Seattle,WA,98115.0,2434900090,5,NORTH,47.70007,-122.32533,1.0,2,26930,6350,20580,Medical Office,26930.0,,,,,,Compliant,,Mono-usage,36,0.7642034905310063,0,1
754,2016,NonResidential,Large Office,Eighth & Olive - New,720 Olive Way,Seattle,WA,98101.0,0659000305,7,DOWNTOWN,47.61418,-122.33485,1.0,19,383515,89778,293737,Office,312442.0,Parking,84800.0,Medical Office,18799.0,20162015201320122011201020092008,Compliant,,Multi-usages,35,0.7659074612466266,1,3
20212,2016,NonResidential,Mixed Use Property,Market Street Holdings,2401 NW Market St,Seattle,WA,98107.0,1125039011,6,BALLARD,47.6684,-122.38788,1.0,4,20539,0,20539,Retail Store,7387.0,Multifamily Housing,5264.0,Restaurant,3700.0,,Compliant,,Multi-usages,56,1.0,1,5
50081,2016,NonResidential,K-12 School,Hamlin Robinson School,1701 20th Ave South,Seattle,WA,98144.0,7548300840,3,GREATER DUWAMISH,47.58831,-122.3065,1.0,3,45000,0,45000,K-12 School,45728.0,Parking,0.0,,,,Compliant,,Multi-usages,1,1.0,1,2
26379,2016,NonResidential,Hotel,Georgetown Inn,6100 Corson Ave South,Seattle,WA,98108.0,6920700025,2,GREATER DUWAMISH,47.54774,-122.32091,1.0,3,22452,0,22452,Hotel,22452.0,,,,,,Compliant,,Mono-usage,24,1.0,0,1
